Date,Dealer Code,Daily Sales ($),Prior MTD ($),Current MTD ($),YoY MTD ($),YoY MTD (%)
2024-01-02,D019,6243,95028,101271,97168,4.22
2024-01-07,D019,6740,92998,99738,101032,-1.28
2024-01-20,D019,5262,62775,68037,63488,7.17
2024-01-23,D019,5460,79725,85185,82259,3.56
2024-01-25,D019,3527,57349,60876,58258,4.49
2024-01-25,D019,4592,51055,55647,56793,-2.02
2024-01-27,D019,6800,78133,84933,85514,-0.68
2024-01-28,D019,4095,88669,92764,95741,-3.11
2024-02-08,D019,6197,94482,100679,99411,1.28
2024-02-11,D019,4296,78350,82646,83426,-0.93
2024-02-14,D019,6473,77043,83516,85649,-2.49
2024-02-14,D019,6168,55398,61566,57888,6.35
2024-02-17,D019,3920,71304,75224,75806,-0.77
2024-02-17,D019,4109,96228,100337,99566,0.77
2024-02-24,D019,3749,54780,58529,59602,-1.8
2024-03-04,D019,4403,99483,103886,99401,4.51
2024-03-06,D019,3661,57187,60848,63816,-4.65
2024-03-06,D019,5957,68996,74953,71906,4.24
2024-03-14,D019,4256,92207,96463,94374,2.21
2024-03-16,D019,6379,60965,67344,67354,-0.01
2024-03-22,D019,5444,83768,89212,84766,5.25
2024-03-24,D019,3299,59669,62968,60568,3.96
2024-04-01,D019,4081,97030,101111,102742,-1.59
2024-04-04,D019,3222,69464,72686,74610,-2.58
2024-04-05,D019,6193,86855,93048,95287,-2.35
2024-04-08,D019,3148,55448,58596,60417,-3.01
2024-04-11,D019,6034,56828,62862,65692,-4.31
2024-04-11,D019,6975,57244,64219,60847,5.54
2024-04-18,D019,3699,64534,68233,63763,7.01
2024-04-19,D019,5994,69330,75324,76875,-2.02
2024-04-27,D019,5924,59983,65907,66304,-0.6
2024-04-27,D019,6982,53453,60435,58928,2.56
2024-04-29,D019,3933,84228,88161,85213,3.46
2024-05-02,D019,3357,72031,75388,73203,2.98
2024-05-06,D019,5252,93036,98288,100844,-2.53
2024-05-07,D019,6414,53665,60079,57194,5.04
2024-05-15,D019,3386,76617,80003,75811,5.53
2024-05-15,D019,6638,53691,60329,55859,8
2024-05-19,D019,4316,95968,100284,102160,-1.84
2024-05-24,D019,6156,88765,94921,95873,-0.99
2024-05-31,D019,4283,66035,70318,66586,5.6
2024-05-31,D019,4772,60839,65611,68601,-4.36
2024-06-04,D019,5563,76098,81661,83327,-2
2024-06-06,D019,5531,90239,95770,94051,1.83
2024-06-12,D019,6514,93326,99840,96108,3.88
2024-06-13,D019,5937,66693,72630,68969,5.31
2024-06-14,D019,6450,75738,82188,78416,4.81
2024-06-14,D019,4573,65540,70113,70205,-0.13
2024-06-22,D019,5837,99080,104917,100883,4
2024-06-23,D019,4589,87763,92352,93851,-1.6
2024-06-24,D019,6029,75936,81965,82539,-0.7
2024-06-27,D019,6991,79753,86744,86600,0.17
2024-07-04,D019,5299,75954,81253,78384,3.66
2024-07-11,D019,4476,89194,93670,93263,0.44
2024-07-15,D019,6774,88108,94882,92771,2.28
2024-07-19,D019,5331,55075,60406,61186,-1.27
2024-07-22,D019,6663,54986,61649,56927,8.29
2024-07-23,D019,3252,70517,73769,69559,6.05
2024-07-28,D019,3740,71341,75081,70639,6.29
2024-07-29,D019,3503,58070,61573,61384,0.31
2024-08-01,D019,4720,99600,104320,104308,0.01
2024-08-07,D019,4965,71224,76189,77560,-1.77
2024-08-09,D019,5902,89950,95852,91818,4.39
2024-08-13,D019,6544,77742,84286,80262,5.01
2024-08-16,D019,5002,90544,95546,98180,-2.68
2024-08-21,D019,5619,84245,89864,84997,5.73
2024-09-05,D019,5575,84890,90465,87728,3.12
2024-09-14,D019,3064,57770,60834,62885,-3.26
2024-09-15,D019,5339,70622,75961,72849,4.27
2024-09-18,D019,5131,73706,78837,75129,4.94
2024-09-21,D019,6388,55651,62039,57766,7.4
2024-09-22,D019,3186,98167,101353,102508,-1.13
2024-09-24,D019,5058,61519,66577,63038,5.61
2024-09-26,D019,6198,94436,100634,99140,1.51
2024-10-03,D019,4028,71969,75997,74298,2.29
2024-10-05,D019,3520,54725,58245,57568,1.18
2024-10-12,D019,4045,88756,92801,95697,-3.03
2024-10-13,D019,6058,63828,69886,65252,7.1
2024-10-23,D019,4620,86440,91060,89923,1.26
2024-10-28,D019,4109,84188,88297,83877,5.27
2024-10-31,D019,4856,57077,61933,64083,-3.36
2024-11-02,D019,4333,98634,102967,100502,2.45
2024-11-05,D019,3408,89023,92431,87990,5.05
2024-11-13,D019,3143,70863,74006,74743,-0.99
2024-11-13,D019,5079,52717,57796,58464,-1.14
2024-11-14,D019,6768,91910,98678,93683,5.33
2024-11-19,D019,4721,67733,72454,71758,0.97
2024-11-22,D019,4438,57463,61901,63480,-2.49
2024-11-27,D019,3583,62743,66326,66322,0.01
2024-11-27,D019,6927,75028,81955,83780,-2.18
2024-12-10,D019,6729,70662,77391,78547,-1.47
2024-12-11,D019,4971,64873,69844,68020,2.68
2024-12-11,D019,3347,67661,71008,73610,-3.53
2024-12-15,D019,5664,66783,72447,71065,1.94
2024-12-18,D019,6137,51102,57239,59642,-4.03
2024-12-23,D019,4021,98205,102226,104793,-2.45
2024-12-24,D019,3667,60234,63901,66629,-4.09
2024-12-27,D019,6520,95496,102016,102876,-0.84
2024-12-29,D019,4390,59275,63665,62019,2.65
2024-12-30,D019,4354,53712,58066,59699,-2.74
2024-01-03,D020,3383,88578,91961,94620,-2.81
2024-01-09,D020,4311,91347,95658,95537,0.13
2024-01-10,D020,6100,55423,61523,59434,3.51
2024-01-16,D020,6273,52922,59195,56346,5.06
2024-01-22,D020,6530,72042,78572,77794,1
2024-01-24,D020,4239,86918,91157,91060,0.11
2024-01-28,D020,3269,74491,77760,73879,5.25
2024-01-31,D020,6232,59643,65875,66757,-1.32
2024-02-01,D020,5607,92747,98354,99108,-0.76
2024-02-03,D020,5123,97968,103091,104148,-1.01
2024-02-05,D020,3846,70901,74747,76104,-1.78
2024-02-06,D020,5248,56192,61440,61606,-0.27
2024-02-14,D020,6179,97322,103501,101963,1.51
2024-02-16,D020,6930,93827,100757,98614,2.17
2024-02-18,D020,6049,96639,102688,104188,-1.44
2024-02-18,D020,5964,98201,104165,106462,-2.16
2024-02-22,D020,3978,66940,70918,66299,6.97
2024-02-24,D020,6266,98647,104913,105442,-0.5
2024-02-27,D020,3111,77608,80719,76239,5.88
2024-03-01,D020,5172,80151,85323,81085,5.23
2024-03-01,D020,3470,52196,55666,54483,2.17
2024-03-05,D020,3332,63824,67156,64904,3.47
2024-03-06,D020,6042,99966,106008,103386,2.54
2024-03-12,D020,3569,58411,61980,63586,-2.53
2024-03-12,D020,5399,52670,58069,59897,-3.05
2024-03-15,D020,6983,84546,91529,86627,5.66
2024-03-15,D020,4913,87065,91978,92486,-0.55
2024-03-16,D020,3400,71134,74534,74429,0.14
2024-03-18,D020,4388,91997,96385,95154,1.29
2024-03-23,D020,3802,62356,66158,63910,3.52
2024-03-25,D020,6516,64626,71142,70586,0.79
2024-03-29,D020,5156,57458,62614,63459,-1.33
2024-04-05,D020,4317,67084,71401,66874,6.77
2024-04-14,D020,6491,55492,61983,59837,3.59
2024-04-18,D020,4912,52395,57307,56162,2.04
2024-04-21,D020,6807,55178,61985,59539,4.11
2024-04-21,D020,3631,66065,69696,65061,7.12
2024-04-21,D020,3374,57226,60600,58438,3.7
2024-04-22,D020,6808,66715,73523,73074,0.61
2024-04-26,D020,4629,90546,95175,94479,0.74
2024-04-27,D020,3341,81195,84536,82354,2.65
2024-05-03,D020,5048,71447,76495,75665,1.1
2024-05-04,D020,3870,66663,70533,70569,-0.05
2024-05-06,D020,6336,51735,58071,53140,9.28
2024-05-09,D020,6814,95893,102707,102491,0.21
2024-05-10,D020,4578,88968,93546,88817,5.32
2024-05-16,D020,3982,62134,66116,61920,6.78
2024-05-23,D020,5114,86784,91898,90958,1.03
2024-05-31,D020,6633,65282,71915,70212,2.43
2024-06-02,D020,3311,85191,88502,90133,-1.81
2024-06-05,D020,3178,78803,81981,83135,-1.39
2024-06-08,D020,6953,65373,72326,67981,6.39
2024-06-16,D020,6480,66891,73371,68667,6.85
2024-06-20,D020,5156,78513,83669,82617,1.27
2024-06-25,D020,5417,54642,60059,60477,-0.69
2024-06-27,D020,4357,54134,58491,60175,-2.8
2024-07-02,D020,6853,83312,90165,90084,0.09
2024-07-04,D020,6420,80549,86969,83648,3.97
2024-07-06,D020,4105,93209,97314,93251,4.36
2024-07-10,D020,3324,55074,58398,55553,5.12
2024-07-10,D020,6364,83822,90186,89785,0.45
2024-07-15,D020,5533,53869,59402,55147,7.72
2024-07-17,D020,6626,52822,59448,62357,-4.67
2024-07-20,D020,4399,68681,73080,69491,5.16
2024-07-22,D020,5241,56378,61619,61854,-0.38
2024-07-25,D020,5198,97631,102829,105665,-2.68
2024-07-27,D020,6088,93075,99163,97935,1.25
2024-07-29,D020,5799,89346,95145,93270,2.01
2024-08-09,D020,4240,59950,64190,67093,-4.33
2024-08-23,D020,5010,57333,62343,57477,8.47
2024-08-27,D020,4070,68394,72464,75066,-3.47
2024-08-29,D020,4304,57490,61794,59935,3.1
2024-09-03,D020,4863,84747,89610,90874,-1.39
2024-09-10,D020,6298,52557,58855,56263,4.61
2024-09-14,D020,5777,69934,75711,72478,4.46
2024-09-17,D020,3804,63221,67025,68746,-2.5
2024-09-17,D020,6718,57735,64453,61214,5.29
2024-09-24,D020,5433,69206,74639,72696,2.67
2024-09-27,D020,5291,79059,84350,87137,-3.2
2024-09-29,D020,6190,93590,99780,100217,-0.44
2024-10-07,D020,3423,73383,76806,75441,1.81
2024-10-07,D020,4298,71252,75550,71564,5.57
2024-10-08,D020,5844,65360,71204,67942,4.8
2024-10-08,D020,4135,52770,56905,52360,8.68
2024-10-09,D020,6847,67748,74595,70879,5.24
2024-10-10,D020,6192,85946,92138,89086,3.43
2024-10-12,D020,4981,71834,76815,78152,-1.71
2024-10-16,D020,6131,53323,59454,62009,-4.12
2024-10-16,D020,4320,72184,76504,72609,5.36
2024-10-17,D020,4668,98328,102996,98032,5.06
2024-10-19,D020,3515,75963,79478,79025,0.57
2024-10-23,D020,3726,96316,100042,95921,4.3
2024-10-26,D020,5600,55518,61118,60875,0.4
2024-10-28,D020,6073,98246,104319,104417,-0.09
2024-11-01,D020,6480,50339,56819,59667,-4.77
2024-11-03,D020,3018,83132,86150,81683,5.47
2024-11-10,D020,4092,82470,86562,87354,-0.91
2024-11-12,D020,3184,88092,91276,88793,2.8
2024-11-12,D020,3894,92344,96238,97280,-1.07
2024-11-13,D020,5908,93350,99258,98907,0.35
2024-11-16,D020,5140,96487,101627,103446,-1.76
2024-11-16,D020,6573,84593,91166,88572,2.93
2024-11-19,D020,5698,78876,84574,81050,4.35
2024-11-21,D020,3007,84844,87851,85620,2.61
2024-11-25,D020,6069,67803,73872,74705,-1.12
2024-11-27,D020,3738,83744,87482,89111,-1.83
2024-12-03,D020,5721,97540,103261,105558,-2.18
2024-12-11,D020,6406,64662,71068,71907,-1.17
2024-12-17,D020,4734,68227,72961,75473,-3.33
2024-12-18,D020,5471,71383,76854,75004,2.47
2024-12-19,D020,3034,70641,73675,68751,7.16
2024-12-30,D020,5933,91508,97441,94980,2.59
2024-01-02,D021,3277,93847,97124,98246,-1.14
2024-01-03,D021,5738,57619,63357,62610,1.19
2024-01-04,D021,6398,96489,102887,101937,0.93
2024-01-08,D021,4307,64852,69159,71503,-3.28
2024-01-18,D021,4966,64021,68987,66811,3.26
2024-01-21,D021,3299,50138,53437,56079,-4.71
2024-01-23,D021,6976,84549,91525,94187,-2.83
2024-01-24,D021,5158,67332,72490,70532,2.78
2024-01-27,D021,6896,65646,72542,74897,-3.14
2024-01-28,D021,5535,58547,64082,63478,0.95
2024-02-06,D021,3645,67862,71507,72434,-1.28
2024-02-13,D021,4906,68105,73011,72320,0.96
2024-02-15,D021,5500,94605,100105,100460,-0.35
2024-02-18,D021,6566,65173,71739,71684,0.08
2024-02-22,D021,6222,51167,57389,57773,-0.66
2024-02-22,D021,6858,73864,80722,82418,-2.06
2024-02-22,D021,5671,51694,57365,55518,3.33
2024-02-26,D021,5265,67199,72464,67612,7.18
2024-02-27,D021,4412,85507,89919,91979,-2.24
2024-02-28,D021,3565,65701,69266,65599,5.59
2024-03-05,D021,6781,88938,95719,90889,5.31
2024-03-22,D021,6652,84521,91173,87046,4.74
2024-03-23,D021,5668,51067,56735,58229,-2.57
2024-03-26,D021,3249,66774,70023,69170,1.23
2024-03-28,D021,4486,63794,68280,64433,5.97
2024-03-28,D021,5475,73659,79134,78823,0.39
2024-04-01,D021,6838,89520,96358,99353,-3.01
2024-04-08,D021,5635,60521,66156,65202,1.46
2024-04-09,D021,3615,83715,87330,84653,3.16
2024-04-18,D021,3784,98295,102079,100587,1.48
2024-04-21,D021,6156,80211,86367,86231,0.16
2024-04-24,D021,4918,50700,55618,51495,8.01
2024-05-01,D021,6141,64175,70316,66300,6.06
2024-05-02,D021,4593,56590,61183,57327,6.73
2024-05-05,D021,4927,83069,87996,83469,5.42
2024-05-12,D021,5032,85529,90561,86558,4.62
2024-05-12,D021,6574,68588,75162,74532,0.85
2024-05-13,D021,5882,99322,105204,101848,3.3
2024-05-17,D021,6945,66515,73460,73345,0.16
2024-05-20,D021,3469,87650,91119,88198,3.31
2024-05-20,D021,6336,74714,81050,81544,-0.61
2024-05-24,D021,6057,76660,82717,81289,1.76
2024-05-26,D021,6695,86220,92915,95001,-2.2
2024-05-26,D021,6672,65150,71822,69809,2.88
2024-05-28,D021,6985,62982,69967,72043,-2.88
2024-05-28,D021,4511,96104,100615,102961,-2.28
2024-05-29,D021,5677,53236,58913,54494,8.11
2024-05-31,D021,3639,60363,64002,64297,-0.46
2024-06-03,D021,5834,60866,66700,65811,1.35
2024-06-06,D021,3347,63470,66817,64833,3.06
2024-06-07,D021,5035,84735,89770,92671,-3.13
2024-06-09,D021,3459,69769,73228,72111,1.55
2024-06-11,D021,4715,93553,98268,97132,1.17
2024-06-29,D021,4789,75188,79977,81091,-1.37
2024-06-30,D021,6390,75757,82147,82129,0.02
2024-07-02,D021,6566,79345,85911,83545,2.83
2024-07-08,D021,5093,96533,101626,102925,-1.26
2024-07-11,D021,5651,67264,72915,72101,1.13
2024-07-15,D021,5282,68330,73612,72685,1.28
2024-07-16,D021,4956,56464,61420,64242,-4.39
2024-07-18,D021,4033,99289,103322,105569,-2.13
2024-07-18,D021,3370,79685,83055,84073,-1.21
2024-07-21,D021,5811,71732,77543,74748,3.74
2024-07-22,D021,5354,75010,80364,83344,-3.58
2024-07-30,D021,4135,55127,59262,55315,7.14
2024-08-12,D021,5914,69975,75889,76742,-1.11
2024-08-14,D021,4336,78276,82612,84664,-2.42
2024-08-19,D021,6897,60142,67039,69674,-3.78
2024-08-20,D021,4417,51524,55941,55175,1.39
2024-08-22,D021,6084,79796,85880,87952,-2.36
2024-08-29,D021,5502,85436,90938,87492,3.94
2024-09-01,D021,4785,78525,83310,80362,3.67
2024-09-04,D021,3069,70308,73377,70177,4.56
2024-09-04,D021,3787,52311,56098,51873,8.14
2024-09-05,D021,3832,87146,90978,86449,5.24
2024-09-06,D021,4619,69942,74561,73083,2.02
2024-09-08,D021,5933,89823,95756,92066,4.01
2024-09-11,D021,3660,63615,67275,68976,-2.47
2024-09-13,D021,6962,92364,99326,101883,-2.51
2024-09-13,D021,3398,69984,73382,76332,-3.86
2024-09-20,D021,6301,84503,90804,92219,-1.53
2024-09-22,D021,4060,74240,78300,75839,3.25
2024-09-23,D021,3421,90775,94196,95555,-1.42
2024-09-24,D021,4585,64211,68796,65919,4.36
2024-09-29,D021,6375,82191,88566,89422,-0.96
2024-09-30,D021,3020,98402,101422,100067,1.35
2024-10-07,D021,3357,66761,70118,70899,-1.1
2024-10-13,D021,3875,76909,80784,80509,0.34
2024-10-19,D021,3583,81514,85097,85875,-0.91
2024-10-20,D021,4788,77790,82578,85329,-3.22
2024-10-24,D021,4280,85807,90087,89292,0.89
2024-10-28,D021,5278,64042,69320,71398,-2.91
2024-10-28,D021,3479,60654,64133,60825,5.44
2024-10-29,D021,3868,78602,82470,81291,1.45
2024-11-05,D021,6465,52711,59176,59769,-0.99
2024-11-15,D021,4945,60731,65676,66316,-0.97
2024-11-27,D021,4782,76140,80922,82738,-2.19
2024-12-05,D021,4456,50627,55083,54286,1.47
2024-12-08,D021,5108,53947,59055,54156,9.05
2024-12-14,D021,4043,73806,77849,73365,6.11
2024-12-16,D021,3431,62247,65678,67459,-2.64
2024-01-01,D022,6140,87832,93972,92072,2.06
2024-01-03,D022,6198,71288,77486,72619,6.7
2024-01-10,D022,4856,80431,85287,81218,5.01
2024-01-13,D022,6628,60878,67506,67521,-0.02
2024-01-15,D022,5825,90232,96057,92503,3.84
2024-01-18,D022,6855,52689,59544,57954,2.74
2024-01-26,D022,4753,67800,72553,72589,-0.05
2024-01-31,D022,5384,66566,71950,67760,6.18
2024-02-01,D022,3185,77821,81006,78321,3.43
2024-02-01,D022,4146,92517,96663,95925,0.77
2024-02-03,D022,3622,57943,61565,60558,1.66
2024-02-04,D022,3960,82482,86442,82686,4.54
2024-02-05,D022,4708,63731,68439,64250,6.52
2024-02-06,D022,6423,52920,59343,61261,-3.13
2024-02-09,D022,4636,60350,64986,65554,-0.87
2024-02-11,D022,3201,93977,97178,92767,4.75
2024-02-12,D022,5513,66040,71553,70283,1.81
2024-02-13,D022,4865,65734,70599,72130,-2.12
2024-02-16,D022,6076,55067,61143,56719,7.8
2024-02-22,D022,5260,94097,99357,94958,4.63
2024-02-24,D022,4736,64329,69065,69572,-0.73
2024-02-29,D022,4855,71852,76707,75857,1.12
2024-03-01,D022,6191,90244,96435,97874,-1.47
2024-03-01,D022,6434,89501,95935,95353,0.61
2024-03-02,D022,5985,69275,75260,76555,-1.69
2024-03-09,D022,6383,71792,78175,79390,-1.53
2024-03-10,D022,4903,64551,69454,69279,0.25
2024-03-10,D022,5940,70884,76824,79217,-3.02
2024-03-10,D022,6231,90175,96406,95812,0.62
2024-03-13,D022,3580,83744,87324,86052,1.48
2024-03-14,D022,6634,63890,70524,73016,-3.41
2024-03-25,D022,5841,78756,84597,81557,3.73
2024-04-09,D022,3749,63580,67329,68473,-1.67
2024-04-10,D022,3550,89713,93263,93863,-0.64
2024-04-17,D022,4296,77387,81683,80593,1.35
2024-04-21,D022,4986,66202,71188,70644,0.77
2024-04-22,D022,6772,63423,70195,67901,3.38
2024-04-26,D022,4578,67263,71841,72679,-1.15
2024-04-27,D022,4300,73253,77553,79310,-2.22
2024-04-30,D022,5737,73340,79077,76628,3.2
2024-05-09,D022,3030,73926,76956,75850,1.46
2024-05-12,D022,3749,82532,86281,83012,3.94
2024-05-12,D022,5398,78172,83570,78863,5.97
2024-05-18,D022,5465,99294,104759,101758,2.95
2024-05-18,D022,6769,57352,64121,61797,3.76
2024-05-21,D022,4982,87712,92694,87802,5.57
2024-05-25,D022,4547,80806,85353,84335,1.21
2024-06-01,D022,6793,76512,83305,79589,4.67
2024-06-02,D022,5203,66241,71444,68856,3.76
2024-06-02,D022,4962,82182,87144,86778,0.42
2024-06-04,D022,6701,69283,75984,78050,-2.65
2024-06-05,D022,5712,56073,61785,64644,-4.42
2024-06-07,D022,6350,87679,94029,96626,-2.69
2024-06-19,D022,4868,68055,72923,74841,-2.56
2024-06-23,D022,6873,98320,105193,101739,3.39
2024-07-07,D022,5710,89197,94907,93922,1.05
2024-07-08,D022,5120,60961,66081,67760,-2.48
2024-07-12,D022,5043,55580,60623,63409,-4.39
2024-07-21,D022,3607,95538,99145,100899,-1.74
2024-07-21,D022,5121,77160,82281,81085,1.47
2024-07-23,D022,6641,96792,103433,102625,0.79
2024-07-24,D022,6661,97431,104092,105459,-1.3
2024-08-01,D022,4909,82267,87176,83311,4.64
2024-08-05,D022,4245,96607,100852,103575,-2.63
2024-08-11,D022,3783,89876,93659,95710,-2.14
2024-08-19,D022,6672,93982,100654,98970,1.7
2024-08-20,D022,3682,96612,100294,103280,-2.89
2024-08-21,D022,5794,64648,70442,73078,-3.61
2024-08-25,D022,4693,64373,69066,65693,5.13
2024-08-26,D022,4079,95162,99241,99363,-0.12
2024-08-27,D022,5191,75184,80375,80103,0.34
2024-08-28,D022,5970,91791,97761,98968,-1.22
2024-08-29,D022,5569,66373,71942,69453,3.58
2024-08-29,D022,4074,75319,79393,74455,6.63
2024-09-03,D022,3778,77386,81164,77019,5.38
2024-09-03,D022,5896,50533,56429,53371,5.73
2024-09-12,D022,6792,70067,76859,73155,5.06
2024-10-10,D022,5625,93689,99314,95614,3.87
2024-10-13,D022,3894,75046,78940,75266,4.88
2024-10-13,D022,5438,91576,97014,95770,1.3
2024-10-17,D022,6605,67600,74205,73154,1.44
2024-10-30,D022,6676,60666,67342,68663,-1.92
2024-11-04,D022,3769,52433,56202,53891,4.29
2024-11-09,D022,5617,81024,86641,87926,-1.46
2024-11-11,D022,3227,83178,86405,86406,0
2024-11-15,D022,4556,73424,77980,76388,2.08
2024-11-15,D022,6797,85489,92286,93824,-1.64
2024-11-16,D022,3796,75135,78931,78343,0.75
2024-11-21,D022,4153,69201,73354,73693,-0.46
2024-11-21,D022,4777,85969,90746,93397,-2.84
2024-11-23,D022,6169,66968,73137,69667,4.98
2024-11-30,D022,4634,90878,95512,94379,1.2
2024-12-02,D022,5915,87261,93176,88871,4.84
2024-12-05,D022,6672,69790,76462,77675,-1.56
2024-12-13,D022,6868,98908,105776,105239,0.51
2024-12-14,D022,5294,58130,63424,63277,0.23
2024-12-24,D022,4228,54792,59020,55190,6.94
2024-12-26,D022,6671,78312,84983,80691,5.32
2024-12-27,D022,5193,67326,72519,72239,0.39
2024-12-29,D022,6094,52365,58459,54791,6.69
2024-12-29,D022,4303,95648,99951,100190,-0.24
2024-01-02,D023,6447,69477,75924,78042,-2.71
2024-01-17,D023,6336,55745,62081,60694,2.29
2024-01-19,D023,4069,91410,95479,97582,-2.16
2024-01-23,D023,3209,52093,55302,54764,0.98
2024-01-26,D023,6553,76029,82582,80749,2.27
2024-01-30,D023,6337,60567,66904,64293,4.06
2024-01-30,D023,4194,90899,95093,94489,0.64
2024-01-31,D023,4144,50068,54212,53495,1.34
2024-02-02,D023,4299,73641,77940,76229,2.24
2024-02-11,D023,4377,54857,59234,54570,8.55
2024-02-15,D023,5871,66006,71877,71688,0.26
2024-02-18,D023,6493,71806,78299,75084,4.28
2024-02-18,D023,3471,53815,57286,60040,-4.59
2024-02-22,D023,5724,54809,60533,55908,8.27
2024-02-23,D023,4161,62047,66208,64560,2.55
2024-02-23,D023,5853,52377,58230,60383,-3.57
2024-02-25,D023,3389,95397,98786,96745,2.11
2024-02-26,D023,6050,82720,88770,89537,-0.86
2024-02-27,D023,3541,56033,59574,57457,3.68
2024-02-28,D023,6582,69288,75870,73774,2.84
2024-03-08,D023,3595,83746,87341,83132,5.06
2024-03-15,D023,5324,75515,80839,80123,0.89
2024-03-23,D023,5025,94966,99991,98552,1.46
2024-03-25,D023,5698,96118,101816,98568,3.3
2024-04-02,D023,5664,50051,55715,58397,-4.59
2024-04-03,D023,4777,85052,89829,87777,2.34
2024-04-03,D023,4393,51268,55661,50692,9.8
2024-04-12,D023,4831,63798,68629,70455,-2.59
2024-04-13,D023,3945,66984,70929,71229,-0.42
2024-04-14,D023,3545,89291,92836,91631,1.32
2024-04-16,D023,5668,97680,103348,105191,-1.75
2024-04-16,D023,3172,52553,55725,51428,8.36
2024-04-18,D023,3618,66016,69634,65098,6.97
2024-04-18,D023,3316,53239,56555,53624,5.47
2024-04-20,D023,6999,93610,100609,103433,-2.73
2024-04-23,D023,5796,68792,74588,77248,-3.44
2024-04-26,D023,5665,70446,76111,76755,-0.84
2024-05-02,D023,6215,83757,89972,88688,1.45
2024-05-05,D023,5314,74343,79657,80522,-1.07
2024-05-07,D023,5238,59794,65032,61373,5.96
2024-05-09,D023,4468,74309,78777,80969,-2.71
2024-05-10,D023,3854,70860,74714,70438,6.07
2024-05-12,D023,6126,62120,68246,69703,-2.09
2024-05-12,D023,6398,75784,82182,81605,0.71
2024-05-13,D023,4731,50785,55516,52377,5.99
2024-05-14,D023,4106,83158,87264,89194,-2.16
2024-05-15,D023,6576,90868,97444,92517,5.33
2024-05-16,D023,6385,86538,92923,93655,-0.78
